Nome,Indirizzo,Codice Postale,Città,Paese,Regione
"Gabriele Habermann, Anke Schünemann",Hauptstr. 61,42349,Wuppertal,Germany,North Rhine-Westphalia
Dr. med. Galina Mikheeva,Kratzkopfstr. 2,42369,Wuppertal,Germany,North Rhine-Westphalia
Dr. Galina Mikheeva-Dreesen,Kratzkopfstr. 2,42369,Wuppertal,Germany,North Rhine-Westphalia
Medicum Velbert Dr. med. Johannes Verbeek,Blumenstrasse 3,42551,Velbert,Germany,North Rhine-Westphalia
Dr. med. Aysun Kiralp,Bergstr. 28,42651,Solingen,Germany,North Rhine-Westphalia
Frauenärzte im Alleecenter,Theodor-Heuss-Platz 8,42853,Remscheid,Germany,North Rhine-Westphalia
"Dr. med. Christian Kullmann, Dr. med. Markus Stoffl",Rosenhügeler Str. 4a,42859,Remscheid,Germany,North Rhine-Westphalia
Gemeinschaftspraxis Dr. Dorothea und Dr. Lorenz Fleitmann,Hansastr. 7-11,44137,Dortmund,Germany,North Rhine-Westphalia
Gemeinschaftspraxis Eysel & Korte,Wißstr. 22,44137,Dortmund,Germany,North Rhine-Westphalia
Dr. med. Bernd Friedel,Wittekindstr. 105,44139,Dortmund,Germany,North Rhine-Westphalia
Dr. med. Diana-Christina Enzian-Fotescu,Lüttenwiese 21,44328,Dortmund,Germany,North Rhine-Westphalia
Dr. med. Ludmilla Bagmanean,Bahnhofstr. 7a,44623,Herne,Germany,North Rhine-Westphalia
Dr. med. Roland Mai,Kirchstr. 16,44627,Herne,Germany,North Rhine-Westphalia
Dr. med. Yvonne Mihatsch,Wilhelmstr. 13,44649,Herne,Germany,North Rhine-Westphalia
Susanne Nierhoff,Hellweg 8,44787,Bochum,Germany,North Rhine-Westphalia
Dr. (YU) Goran Vidovic,Voedestr. 2-4,44866,Bochum,Germany,North Rhine-Westphalia
Dr. med. Thomas Ring,Kreuzeskirchstraße 1,45127,Essen,Germany,North Rhine-Westphalia
Igor Milicevic,Alfred-Krupp-Str. 21,45131,Essen,Germany,North Rhine-Westphalia
"Alfried Krupp Krankenhaus Rüttenscheid, Klinik für Frauenheilkunde und Geburtshilfe",Alfried-Krupp-Str. 21,45131,Essen,Germany,North Rhine-Westphalia
Dr. med. Detlef von Wrese,Leineweberstr. 55,45468,Mühlheim,Germany,North Rhine-Westphalia
Richard Gizelewski,Oberhausener Strasse 177,45476,Mühlheim,Germany,North Rhine-Westphalia
Dr. med. Anastasios Panagiotopoulos,Königswall 10,45657,Recklinghausen,Germany,North Rhine-Westphalia
Dr. med. Mark-Walter Oltmann,Herzogswall 41,45657,Recklinghausen,Germany,North Rhine-Westphalia
Tetyana Mykhaylova,Bochumer Str. 200,45661,Recklinghausen,Germany,North Rhine-Westphalia
Dr. med. Abdallah Massih,Bahnhofstr. 85a,45879,Gelsenkirchen,Germany,North Rhine-Westphalia
Dr. med. Abdallah El-Sousi,Feldhauser Str. 215,45966,Gladbeck,Germany,North Rhine-Westphalia
Dr. med. Richard Schmeling,Havensteinstr. 52,46045,Oberhausen,Germany,North Rhine-Westphalia
Dr. med. Holger Bartnitzky,Mercatorstr. 10-12,47051,Duisburg,Germany,North Rhine-Westphalia
Dr. Ihsan Osseiran,Wanheimer Str. 72,47053,Duisburg,Germany,North Rhine-Westphalia
Dr. Natalya Rodzina,Von-der-Mark-Str. 34,47137,Duisburg,Germany,North Rhine-Westphalia
Dr. med. Fikret Yildiz,Von-der-Mark-Str. 77,47137,Duisburg,Germany,North Rhine-Westphalia
Dr. med. Marian Rosmus,Von-der-Mark-Str. 34,47137,Duisburg,Germany,North Rhine-Westphalia
"Dr. med Ludwig Stephan, Dr. (H) Stephanie Köstering",Xantener Str. 30,47441,Moers,Germany,North Rhine-Westphalia
Dr. med. Susanne Krebber,Hagsche Str. 52,47533,Kleve,Germany,North Rhine-Westphalia
Slavica Langburger,Neusser Str. 28,47798,Krefeld,Germany,North Rhine-Westphalia
Dr. med. Roland Franzes,Ritterstr. 178,47805,Krefeld,Germany,North Rhine-Westphalia
HELIOS Klinikum Krefeld,Lutherplatz 40,47805,Krefeld,Germany,North Rhine-Westphalia
Klinikum Duisburg GmbH,Zu den Rehwiesen 9-11,47955,Duisburg,Germany,North Rhine-Westphalia
Priv. Doz. Dr. med. Wolfgang Burkart,Windthorststrasse 31,48143,Münster,Germany,North Rhine-Westphalia
Ralf Schmitz,Albert-Schweitzer-Str. 2,48149,Münster,Germany,North Rhine-Westphalia
Dr. med. Bernd Goos,Falkenweg 1,48231,Warendorf,Germany,North Rhine-Westphalia
Detlef Merchel,Schlaunstr. 7,48301,Nottuln,Germany,North Rhine-Westphalia
Wilhelm Schwietering,Staufenstr. 72,48429,Rheine,Germany,North Rhine-Westphalia
Dr. med. Jörn Gundlach,Osnabrücker Str. 250,48429,Rheine,Germany,North Rhine-Westphalia
Dr. med. Ulrike Rottke,Nordring 30,50259,Pulheim,Germany,North Rhine-Westphalia
OPZ Hürth,Hürth Park B111,50354,Hürth,Germany,North Rhine-Westphalia
Dr. med. Pia-Anja Sartory,Goethestraße 2,50585,Köln,Germany,North Rhine-Westphalia
Azita Sangsari,Elisenstr. 18,50667,Köln,Germany,North Rhine-Westphalia
"Dr. med. Werner Schützeberg, Dr. med. Julia Smidt",Neumarkt 1b,50667,Köln,Germany,North Rhine-Westphalia
Dr. med Gerhild Rix,Breite Str. 116,50667,Köln,Germany,North Rhine-Westphalia
"Dr. Harald Rott, Dr. Ruth Schön",Kaiser-Wilhelm-Ring 7–9,50672,Köln,Germany,North Rhine-Westphalia
Dr. med. Angelika Kassel,Hohe Pforte 2a,50676,Köln,Germany,North Rhine-Westphalia
Dr. med. Christian Windelen,Kurfürstenstraße 5-7,50678,Köln,Germany,North Rhine-Westphalia
"Gyneocologist Practice of Dr. med. Daniel Petersen , Dr. med. Irena Freund, Dr. med. J. Werner Orth,  Dr. (GUS) Swetlana Schmidt",Neusser Straße 186,50733,Köln,Germany,North Rhine-Westphalia
"Gynäkologische Gemeinschaftspraxis Dr, med. Christel Kreuzer und Doris Rösgen",Karl-Marx-Allee 48,50769,Köln,Germany,North Rhine-Westphalia
"Helios-Haus Dr. med. Martin Schneider, Dr. Andrea Böning",Venloer Str. 389,50825,Köln,Germany,North Rhine-Westphalia
Dr. med. Mandana Gholami,Alter Militärring 19,50933,Köln,Germany,North Rhine-Westphalia
Dr.med. Saime Meral Dräger,Berrenrather Str. 315,50937,Köln,Germany,North Rhine-Westphalia
Ina Wall,Bonner Str. 244,50968,Köln,Germany,North Rhine-Westphalia
"Dr. med. Verena Ackemann, Sabine Koesling, Dr. med. Erich Walter",Bonner Str. 205,50968,Köln,Germany,North Rhine-Westphalia
Dr. med. Claudia Soentgen; Esther Klus,Rodenkirchener Straße 162,50997,Köln,Germany,North Rhine-Westphalia
Dr. med. Hans-Joachim Henatsch,Rungestr. 1,51061,Köln,Germany,North Rhine-Westphalia
Dr. med. Hanife Günes,Clevischer Ring 1a,51065,Köln,Germany,North Rhine-Westphalia
Frauenklinik Köln-Holweide,Neufelder Str. 32,51067,Köln,Germany,North Rhine-Westphalia
Olga Bichuch,Bergisch Gladbacher Str. 597,51067,Köln,Germany,North Rhine-Westphalia
Evangelisches KH Kalk,Buchforsterstr. 2,51103,Köln - Kalk,Germany,North Rhine-Westphalia
"Krankenhaus Porz am Rhein, Frauenklinik",Urbacher Weg 19,51149,Köln,Germany,North Rhine-Westphalia
Dr. med. Nasser Zahedi,Hardenbergstr. 60,51373,Leverkusen,Germany,North Rhine-Westphalia
Dr. med. Gabriele Beisicht,Ludwig-Erhard-Platz 1,51373,Leverkusen,Germany,North Rhine-Westphalia
Klinikum Leverkusen,Am Gesundheitspark 11,51375,Leverkusen,Germany,North Rhine-Westphalia
Dr. med Ralf Theobald,Mühlheimer Str. 85,51375,Leverkusen,Germany,North Rhine-Westphalia
Dr. med Birgit Thiele,Queltinger Str. 196,51381,Leverkusen,Germany,North Rhine-Westphalia
Dr. med. Csilla Rind-Hamala,Kölnerstr. 26,51429,Bergisch-Gladbach,Germany,North Rhine-Westphalia
Dr. med Hildegard Langanke,Kockerellstr. 13,52062,Aachen,Germany,North Rhine-Westphalia
"Gemeinschaftspraxis Dr. med. Hendrik Jörn, Dr. med. Thomas Bärtling, Dr. med. Justus Grüne",Rennbahn 9-11,52062,Aachen,Germany,North Rhine-Westphalia
Dipl. med. Jerzy Wasik,Alexanderstraße 11-15,52062,Aachen,Germany,North Rhine-Westphalia
Dr. med. Christoph M. Kösters,Oppenhoffallee 50,52066,Aachen,Germany,North Rhine-Westphalia
Dr. med. Axel Gerick,Roermonder Str. 326,52072,Aachen,Germany,North Rhine-Westphalia
Dr. Taslima Raquib,Von-Coels-Str. 55-57,52080,Aachen-Eilendorf,Germany,North Rhine-Westphalia
Anja Obermeyer,Bissener Str. 17/19,52146,Würselen,Germany,North Rhine-Westphalia
Stefan Schönborn,In der Schaf 14,52499,Baesweiler,Germany,North Rhine-Westphalia
Dr. med. Michael Weinbrenner,Kölnstr. 129,53111,Bonn,Germany,North Rhine-Westphalia
Dr. med. Isaac Boakye,Münsterstr. 20,53111,Bonn,Germany,North Rhine-Westphalia
Dr. med. Alina Soballa,Friedrich-Breuer-Str. 56,53229,Bonn,Germany,North Rhine-Westphalia
Dr. med. Abolghassem Nurbachsch,Münsterstr. 20,53757,Bonn,Germany,North Rhine-Westphalia
Dr. med. Lutz Wilhelm Gawlik,Sandstr. 51,57072,Siegen,Germany,North Rhine-Westphalia
Dr. med. Georg Beldoch,Kölner Str. 190,57290,Neunkirchen,Germany,North Rhine-Westphalia
Dr. med. Ute Schmidt,Kaiserstraße 195,58300,Wetter (Ruhr),Germany,North Rhine-Westphalia
Dr. med. Andreas Wolf,Heedfelder Str. 23,58509,Lüdenscheid,Germany,North Rhine-Westphalia
Dr. med. Frank Albrecht,Krankenhausweg 8,58706,Menden,Germany,North Rhine-Westphalia
Dr. med. Sokratis Pashalidis,Blumenstr. 3,59555,Lippstadt,Germany,North Rhine-Westphalia
Frauenarztpraxis Blago,Josef-Rüther-Strasse 2,59939,Olsberg,Germany,North Rhine-Westphalia
Dr. Arthur Karsten,Kahrenerstraße 7,54439,Saarburg,Germany,Rhineland-Palatinate
Dr. med. Margarete Lautwein,Bachstrasse 1a,54516,Wittlich,Germany,Rhineland-Palatinate
Pro Familia Mainz,Quintinsstraße 6,55116,Mainz,Germany,Rhineland-Palatinate
"Dr. med. Roger Griesbaum, Dr. Jutta Bucher",Kirchenplatz 4,55232,Alzey,Germany,Rhineland-Palatinate
Gemeinschaftspraxis Dr. med. Bettina Van der Meulen-Weber & Aleksandra Popovic-Heffels,Wilhelmstr. 30,55232,Alzey,Germany,Rhineland-Palatinate
"Dr. med. Rainer Lange, Dr. med. Eckhard Kiefer, Dr. med. Corinna Brauers, Dr. med. Anette Bickert-Limbourg",Bleichstr. 1,55232,Alzey,Germany,Rhineland-Palatinate
Dr. med. Peter Krüger,Löhrstr. 87 a-b,56068,Koblenz,Germany,Rhineland-Palatinate
Gemeinschaftsklinikum Koblenz-Mayen Kemperhof Koblenz,Koblenzer Str. 115,56073,Koblenz,Germany,Rhineland-Palatinate
Dr. med. Michael Blees,Wörthstr. 67,56457,Westerburg,Germany,Rhineland-Palatinate
Gemeinschaftsklinikum St. Elisabeth Mayen,Siegfriedstr. 20-22,56727,Mayen,Germany,Rhineland-Palatinate
"Dipl. Med. Aldo Weise, Dr. med. Anja Klasen",Am Bahnhof 58,56841,Traben-Trabach,Germany,Rhineland-Palatinate
Dr. med. Markus Promnik,Kaiserstraße 40,66849,Landstuhl,Germany,Rhineland-Palatinate
Dr. Irene Reichert,Trierer Str. 19,66869,Kusel,Germany,Rhineland-Palatinate
Dr. med. Hamid Huschmand Nia,Allee Str. 1,66953,Pirmasens,Germany,Rhineland-Palatinate
Apollonia Kurpfalzklinik,Berliner Platz 1,67059,Ludwigshafen,Germany,Rhineland-Palatinate
Dr. med. Günter Nofz,Kurfürstenstr. 32,67061,Ludwigshafen,Germany,Rhineland-Palatinate
"Dr. med. Gerhard Leib, Dr. med. Anja Leib, Dr. med. Isabel Pardos Limbeck,  Dr. med. Ingo Wengerofsky",Yorkstr. 1,67061,Ludwigshafen,Germany,Rhineland-Palatinate
"Dr. med. Stefanie Winnewisser, Dr. med. Iris Blum",Gördelerplatz 16,67063,Ludwigshafen,Germany,Rhineland-Palatinate
Narconet Praxisklinik GmbH & Co KG,Ludwig-Guttmann-Str. 11,67071,Ludwigshafen,Germany,Rhineland-Palatinate
Stadtklinik Frankenthal,Elsa-Brändström-Str.1,67227,Frankenthal,Germany,Rhineland-Palatinate
Kreiskrankenhaus Grünstadt,Westring 55,67269,Grünstadt,Germany,Rhineland-Palatinate
Diakonissen-Stiftungs-Krankenhaus,Paul-Egell-Straße 33,67346,Speyer,Germany,Rhineland-Palatinate
Michaela Göppner,Schneiderstr. 8,67655,Kaiserslautern,Germany,Rhineland-Palatinate
Andreas Dudko,Stiftsplatz 5,67655,Kaiserslautern,Germany,Rhineland-Palatinate
Anja Reh,Marktstr. 3,67655,Kaiserslautern,Germany,Rhineland-Palatinate
Dr. med. Karl-Magnus Kreuter,Kaiserstr. 16,66111,Saarbrücken,Germany,Saarland
German Dressen,Eisenbahnstr. 27,66117,Saarbrücken,Germany,Saarland
Dr. Hartmut Koch,Heinestraße 2-4,66121,Saarbrücken,Germany,Saarland
Medizinisches Institut Pro Familia Saarbrücken,Heinestraße 2-4,66121,Saarbrücken,Germany,Saarland
"Universitätsklinikum des Saarlandes, Frauenklinik","Kirrberger Straße 100, Gebäude 9",66421,Homburg / Saar,Germany,Saarland
Dr. Bernhard Kohl,Wendalinusstr.20,66440,St. Wendel,Germany,Saarland
Dipl. - Med. Katsuhiko Egashira,St. Ingberter Str 1,66583,Spiesen-Elversberg,Germany,Saarland
"Dr. med. Tibor Liszka, Dr. med. Maria Liszka",Bahnhofstr. 14,66740,Saarlouis,Germany,Saarland
Dr. med. Michael Katzschke,Obergraben 6,01097,Dresden,Germany,Saxony
Dipl. med. Gabriele Gollnick,Waldschlößchenstr. 3a,01099,Dresden,Germany,Saxony
Dr. med. Bärbel Lederer,Kieler Str. 41a,01109,Dresden,Germany,Saxony
Dr. med. Heidrun Link,Boltenhagener Str. 5,01109,Dresden,Germany,Saxony
"Dr. med. Birgit Richter,  Dr. med. Irina Scharfe",Großenhainer Str. 129,01129,Dresden,Germany,Saxony
"Dr, med. Maria Ritter",Geblerstr. 16,01139,Dresden,Germany,Saxony
Dipl. Med. Karin Gogoll,Schulstr. 9,01156,Dresden,Germany,Saxony
Dr. med. Heike Seipt,Kesselsdorfer Str. 2,01159,Dresden,Germany,Saxony
Dipl. Med. Katrin Mayer,Amalie-Dietrich-Platz 5,01169,Dresden,Germany,Saxony
Dipl.-Med. Karin Mayer,Amalie-Dietrich-Platz 5,01169,Dresden,Germany,Saxony
Dr. med. Solveig Peschke,Münchner Platz 1,01187,Dresden,Germany,Saxony
Dr. (IR) Rasoul Lalee,August-Bebel-Str. 7,01219,Dresden,Germany,Saxony
Ärztehaus Winterbergstraße Dr. med. Uwe Hommel,Winterbergstr. 59,01237,Dresden,Germany,Saxony
Dr. med. Jeanette Lenart,Lauensteiner Straße 11,01277,Dresden,Germany,Saxony
Dr. med. Petra Schaffrath,Österreicher Str. 32a,01279,Dresden,Germany,Saxony
Dr. Shana Groh,Meißner Straße 49c,01445,Radebeul,Germany,Saxony
"Dr. med. Olaf Köllner, Dr. med. Sören Dreßler",Bahnhofstr. 7,01445,Radebeul,Germany,Saxony
Dipl.-Med. Martina Scheithauer,Carl-Maria-von-Weber-Allee,01558,Großenhain,Germany,Saxony
ELBLANDKLINIKEN Riesa-Großenhain GmbH,Weinbergstr.8,01589,Riesa,Germany,Saxony
Dr. med. Michael Freude,Brauhausstr. 12,01662,Meissen,Germany,Saxony
ELBLANDKLINIKUM Meißen,Nassauweg 7,01662,Meißen,Germany,Saxony
Dipl.-Med. Wjatscheslaw Korop,Dresdner Str. 275,01705,Freital,Germany,Saxony
Dipl.-Med. Wjatscheslaw Korop,Dresdner Straße 275,01705,Freital,Germany,Saxony
Dr. med. Robert Hantschel,An der Niedermühle 8,01744,Dippoldiswalde,Germany,Saxony
Dr. med. Janet Favresse,Hauptstr. 19b,01796,Pirna-Copitz,Germany,Saxony
Klinikum Pirna GmbH,Struppener Straße 13,01796,Pirna,Germany,Saxony
Dr. med. Gerold Dittrich,Böhmische Str. 4,01844,Neustadt,Germany,Saxony
Sächsische Schweiz Klinik Sebnitz,Dr. Steudner Str. 75b,01855,Sebnitz,Germany,Saxony
Dr. med. Norbert Domke,Melanchthonstr. 18,01900,Großröhrsdorf,Germany,Saxony
Dr. med. Gabriele Bäßler,Hauptstr. 14,01904,Neukirch,Germany,Saxony
Dr. med. Annett Hauke,Löbauer Str. 37,02625,Bautzen,Germany,Saxony
Oberlausitz-Kliniken Bautzen,Am Stadtwall 3,02625,Bautzen,Germany,Saxony
Dr. Iris Jaenicke,Gellertstr. 8a,02763,Zittau,Germany,Saxony
Städtisches Klinikum Görlitz,Girbigsdorfer Str. 1-3,02828,Görlitz,Germany,Saxony
Tagesklinik für operative Gynäkologie,Maria-Grollmuß-Str. 10,02977,Hoyerswerda,Germany,Saxony
Dipl. Med. Sabine Seifert,Mittelstrasse 14,02991,Lauta,Germany,Saxony
"Dr. med. René Schubert, Dr. med. Verena Graf",Zuschka 27,03044,Cottbus,Germany,Saxony
Dr. med. Markus Hebold,An der Priormühle 14,03050,Cottbus,Germany,Saxony
"Dr. med. Markus Hebold, Dr. med. Sabine Walter",An der Priormühle 14,03050,Cottbus,Germany,Saxony
"Dipl. med. Martina Anders, Dipl.-Med. Katrin Schwanitz",Uhlandstraße 53,03050,Cottbus,Germany,Saxony
Dr. med. Alexander Möckel,An der Verfassungslinde 1,04103,Leipzig,Germany,Saxony
"Gynäkologische Tagesklinik,",Johannisplatz 1,04103,Leipzig,Germany,Saxony
"PD Dr. med. habil. Christof Schindler, Dr. med. Beate Sauer",Lortzingstr. 15,04105,Leipzig,Germany,Saxony
Prof. Dr. med. Ziyad Al Chiriki,Karl-Tauchnitz.-Str. 7,04107,Leipzig,Germany,Saxony
Dr. med. Ulrike Neitz,Karl-Liebknecht-Str.14,04107,Leipzig,Germany,Saxony
Dr. med. Nidal Gazawi,Lampestraße 1,04107,Leipzig,Germany,Saxony
MVZ nuwamed,Brühl 33,04109,Leipzig,Germany,Saxony
Christiane Weltz,Delitzscher Str. 137,04129,Leipzig,Germany,Saxony
Dr. med. Georges El-Hokayem,Knopstr. 17,04159,Leipzig,Germany,Saxony
Dr. med. Christian Jank,Marktstr. 2-6,04177,Leipzig,Germany,Saxony
Frauenärzte im Westbad,Marktstraße 2-6,04177,Leipzig,Germany,Saxony
Dr. med. Cornelia Wackernagel,Zwickauer Str. 134,04279,Leipzig,Germany,Saxony
Dr. med. Mariana Spröwitz,Rudolph-Herrman-Str. 33,04299,Leipzig,Germany,Saxony
"Dr. med. Beatrix May, Dr. med. Sabine Schöneberg",Witzgallstraße 6,04317,Leipzig,Germany,Saxony
Dipl.-Med. Gabriela Franke,Riesaer Straße 40,04328,Leipzig,Germany,Saxony
Helios Klinik Borna,Rudolf-Virchow-Straße 2,04552,Borna,Germany,Saxony
Dr. med. Katrin Just,Markt 6,04575,Neukieritzsch,Germany,Saxony
Dr. med. Helena Schermer,Am Stadtwald 1,04600,Altenburg,Germany,Saxony
Dr. med. Ives Reiche,Straße der Einheit 51,04651,Bad Lausick,Germany,Saxony
Krankenhaus Muldental,Kleiststraße 5,04668,Grimma,Germany,Saxony
Dr. med. Heike Busch,Sachsenstr. 5,04749,Ostrau,Germany,Saxony
Colm Klinik Oschatz,Parkstr. 1,04758,Oschatz,Germany,Saxony
Klinik Delitzsch & Eilenburg,Wilhelm-Grune-Str. 5-8,04838,Eilenburg,Germany,Saxony
Dr. med. Gabriele Friedrichs,Eilenburger Str. 26,04860,Torgau,Germany,Saxony
"Dr. med. Iris Solakov, Dipl.-Med. Ognjan Solakov",Röpziger Str. 9,06110,Halle,Germany,Saxony
Städtisches Krankenhaus Dessau,Auenweg 38,06847,Dessau,Germany,Saxony
"Dr. med. Yvonne Smago, Dr. med. Ina Lenk",Goethestr. 21,08060,Zwickau,Germany,Saxony
Heinrich-Braun-Klinikum,Karl-Keil-Straße 35,08060,Zwickau,Germany,Saxony
Antje Philipp,Karl-Keil-Str. 35,08060,Zwickau,Germany,Saxony
"Dr. med. Roberto Kade, Dr. med. Klaus Weigel",Auerbacher Str. 28,08107,Kirchberg,Germany,Saxony
Dipl. med. Simone Bill,Körnerstr. 3,08141,Reinsdorf,Germany,Saxony
Klinikum Obergölztsch/Rodewisch,Stiftstraße 10,08228,Rodewisch,Germany,Saxony
Paracelsus-Klinik Reichenbach,Plauensche Straße 37,08246,Reichenbach,Germany,Saxony
HELIOS Klinikum Aue; Klinik für Gynäkologie und Geburtshilfe,Gartenstr. 6,08280,Aue,Germany,Saxony
Dr. med. Birgit Jacob,Neumarkt 1,08280,Aue,Germany,Saxony
Pleißental Klinik,Ronneburger Str. 106,08412,Werdau,Germany,Saxony
Dr. med. Petra Soisson,Badergasse 19,08451,Crimmitschau,Germany,Saxony
Katja Schwenk,Martin-Luther-Straße 42,08525,Plauen,Germany,Saxony
Dr. med. Sieghart Schmidt,August-Bebel-Str. 1,08606,Oelsnitz,Germany,Saxony
"Dipl. med. Kathrin Kirchhoff, Dr. med. Silke Weiske",Oberfrohnaer Str. 70,09117,Chemnitz,Germany,Saxony
Dr. med. Hanna Hecht,Straße Usti nad Labem 35,09119,Chemnitz,Germany,Saxony
Dr. med. Michael Naumann,Annaberger Str. 351 a,09125,Chemnitz,Germany,Saxony
Dipl. Med. Veikko Stahn,Poststr. 5,09496,Marienberg,Germany,Saxony
"Dr. med. Andrea Heller, Dr. med. Lutz Naumann",Franz-Kögler-Ring 135,09599,Freiberg,Germany,Saxony
Kreiskrankenhaus Freiberg gGmbH,Donatsring 20,09599,Freiberg,Germany,Saxony
MVZ der Landkreis Mittweida Krankenhaus gGmbH,Am Bürgerkarree 6,09648,Mittweida,Germany,Saxony
"Dipl. Med. Susanne Mohn, Dipl. Med. Uta Hüller",Wilhelm-von-Klewitz-Straße 10,06132,Halle/Saale,Germany,Saxony-Anhalt
Carl-von-Basedow-Klinikum Saalekreis GmbH,Weiße Mauer 52,06217,Merseburg,Germany,Saxony-Anhalt
Dr. med. Katrin Heidecke,Rudolph-Breitscheid-Straße 18,06237,Leuna,Germany,Saxony-Anhalt
HELIOS Klinik Lutherstadt Eisleben,Hohetorstr. 25,06295,Lutherstadt Eisleben,Germany,Saxony-Anhalt
Helios Klinikum Köthen,Hallesche Straße 29,06366,Köthen,Germany,Saxony-Anhalt
AMEOS Klinikum Bernburg,Kustrenaer Str. 98,06406,Bernburg,Germany,Saxony-Anhalt
AMEOS Klinikum Aschersleben,Eislebener Str. 7a,06449,Aschersleben,Germany,Saxony-Anhalt
Klinikum Quedlinburg,Ditfurter Weg 24,06484,Quedlinburg,Germany,Saxony-Anhalt
HELIOS Klinik Sangerhausen,Am Beinschuh 2a,06526,Sangerhausen,Germany,Saxony-Anhalt
Dr. med. Thoralf Amse,Am Beinschuh 2a,06526,Sangershausen,Germany,Saxony-Anhalt
"Klinikum Burgenlandkreis GmbH, Saale-Unstrut Klinikum Naumburg",Humboldtstr. 31,06618,Naumburg,Germany,Saxony-Anhalt
Asklepios Klinik Weißenfels,Naumburger Strasse 76,06667,Weißenfels,Germany,Saxony-Anhalt
Klinikum Burgenlandkreis GmbH,Lindenallee 1,06712,Zeitz,Germany,Saxony-Anhalt
Gesundheitszentrum Bitterfeld/Wolfen gGmbH,Friedrich-Ludwig-Jahn-Str. 2,06749,Bitterfeld,Germany,Saxony-Anhalt
Dr. med. Irina Pfeifer,Bahnhofstr. 5,06766,Wolfen,Germany,Saxony-Anhalt
Dr. Stefan Bender,Goethestr. 33,29410,Salzwedel,Germany,Saxony-Anhalt
AMEOS Klinikum St.Salvator,Gleimstr. 5,38820,Halberstadt,Germany,Saxony-Anhalt
Harzllinikum Dorothea Cristiane Exleben,Ilsenburger Str. 15,38855,Wernigerode,Germany,Saxony-Anhalt
"Dr. med. Petra Wagler,  Dr. med. Gudrun Zieger",Geißlerstr. 8,39104,Magdeburg,Germany,Saxony-Anhalt
Susann Kleinschmidt,Schönebecker Str. 68,39104,Magdeburg,Germany,Saxony-Anhalt
Dr. med. Rita Schneiderat,Friesenstr. 45,39108,Magdeburg,Germany,Saxony-Anhalt
"Dr. med. Gabriele Freitag, Dr. med. Elke Schwarzenau",Bahrendorfer Str. 19,39112,Magdeburg,Germany,Saxony-Anhalt
Dipl. Med. Sibylle Ackmann,Karl-Marx-Str.26,39175,Biederitz,Germany,Saxony-Anhalt
Dr. med. Annett Dietrich,Breiter Weg 6,39288,Burg,Germany,Saxony-Anhalt
Krankenhaus Jerichower Land,August-Bebel-Str. 55a,39288,Burg,Germany,Saxony-Anhalt
"Dr. med. Bernd Hennig, Dr. med. Brita Hennig",In der alten Kaserne 16,39288,Burg,Germany,Saxony-Anhalt
Dipl.-med. Heike Kist,Schlehenweg 2,39307,Genthin,Germany,Saxony-Anhalt
Dr. med. Michael Wagner,Bahnhofstr. 18,39326,Wolmirstedt,Germany,Saxony-Anhalt
Dr. med. Heike Perlitz,Bahnhofstr. 7-9,39340,Haldensleben,Germany,Saxony-Anhalt
Dr. Gabriele Schneider; Dr. Romy Neumeister,Rottmeisterstr. 1,39340,Haldensleben,Germany,Saxony-Anhalt
Dr. Angelika Kliemke,Bülstringer Str. 37,39340,Haldensleben,Germany,Saxony-Anhalt
Dr. Eberhard Müller,Krugtorstraße 3,39539,Havelberg,Germany,Saxony-Anhalt
Dr. med. Dieter Denck,Wendstr. 30,39576,Stendal,Germany,Saxony-Anhalt
Dr. med. Klaus Henschel,Arneburger Str. 91,39590,Tangermünde,Germany,Saxony-Anhalt
Dr. med. Klaus Hentschel,Arneburger Str. 91,39590,Tangermünde,Germany,Saxony-Anhalt
Dr. Bernd Roediger,Bergedorfer Straße 31–33,21502,Geesthacht,Germany,Schleswig-Holstein
Britta Hildebrand,Bahnhofstr. 38-40,22880,Wedel,Germany,Schleswig-Holstein
Dr. med. Rüdiger Zech,Bahnhofstraße 52,22880,Wedel,Germany,Schleswig-Holstein
Dr. Med. Robert B. Hoene Facharzt für Frauenmedizin und Geburtshilfe M.I.A.C. DEGUM,Große Straße 14,22926,Ahrensburg,Germany,Schleswig-Holstein
"Dr. med Kerstin Hagen-Torn, Dr. med. Andrea Zingel",Bahnhofstrasse 37,22946,Trittau,Germany,Schleswig-Holstein
Universitätsklinikum Schleswig-Holstein Campus Lübeck,Ratzeburger Allee 160,23538,Lübeck,Germany,Schleswig-Holstein
Dr.med.Karl Heinz Dietl,Pferdemarkt 13,23552,Lübeck,Germany,Schleswig-Holstein
Dr. med. Ulfert Holtkamp,Parade 8,23552,Lübeck,Germany,Schleswig-Holstein
"Dr. med. Wiebke Ahlswede, Dr. med. Linda Song",Fackenburger Allee 22-24,23554,Lübeck,Germany,Schleswig-Holstein
Praxisklinik am Roten Löwen Dr. med. Georgi Poptchev,Moislinger Allee 95,23558,Lübeck,Germany,Schleswig-Holstein
Frauenärztlichen Gemeinschaftspraxis Dr. med. Barbara Schipplick und Christiane von Laffert,Oberbüssauer Weg 6,23560,Lübeck,Germany,Schleswig-Holstein
"Frauenarztpraxis am Kaufhof Karin Tomann, Dr. Gerhard Caesar",Marlistraße 112,23566,Lübeck,Germany,Schleswig-Holstein
Dr. med. Bernd Franz Kolanczyk,Marlistrasse 101,23566,Lübeck,Germany,Schleswig-Holstein
